"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","class"
1.66336285714286,-12.5938857142857,"brown",-6.29695,-0.210109428571429,-20.2689428571429,"no","normal",265.907,1078.85714285714,"P"
4.20386666666667,-12.0866083333333,"brown",2.10193,-0.30524,8.31860583333333,"no","normal",261.101,1135.58333333333,"N"
-2.913885,-11.80005,"red",-5.90001,0.3904925,-22.15865,"yes","large",399.736,1073,"N"
2.86529873333333,-12.4997966666667,"brown",-6.249899,0.0502793523809524,-25.4612178571429,"no","normal",389.410397619048,1066.75714285714,"P"
-3.1583539047619,-12.8563535714286,"brown",-4.34052016666667,0.338210226190476,-4.55839464285714,"no","normal",383.294238095238,1163.44047619048,"N"
-0.378397758730159,-12.5394106349206,"brown",-6.26970177777778,0.00642913650793651,-16.6149223809524,"no","normal",106.023946031746,1128.31746031746,"P"
-0.356827,-12.0815,"brown",-6.04075,0.17456025,-10.1992725,"no","large",321.96125,1189,"N"
-2.20700614285714,-11.9979285714286,"brown",-5.99896,-0.141325142857143,-7.49435714285714,"no","normal",457.241571428571,1097,"P"
1.07165075,-12.21575,"brown",-6.1078825,-0.2910015,-1.59009725,"no","normal",350.02525,1048.5,"N"
-3.1316145,-11.5553166666667,"brown",-5.777662,-0.2074595,-21.4613466666667,"yes","normal",240.946566666667,1041.36666666667,"P"
-1.59754511666667,-12.4540508333333,"brown",-4.89346495,0.182775433333333,-7.2841975,"no","normal",459.978883333333,1196.55833333333,"N"
-0.1005435,-13.895725,"brown",-6.947865,-0.101327875,-32.0415375,"no","normal",208.9095,1107.875,"P"
1.4989373875,-12.01761375,"brown",-6.00880475,0.109271525,-22.54613875,"no","normal",301.7371875,1020.625,"P"
-0.250643333333333,-11.7642566666667,"brown",-5.32456,-0.109719566666667,-11.610577,"no","normal",249.865933333333,1197.7,"P"
-0.2009944,-12.44194,"brown",-5.778014,-0.2946899,-12.197033,"no","normal",128.6357,1046,"P"
0.8289182,-11.42843,"brown",-0.205613,0.1668108,0.6306275,"no","normal",203.5515,1121.3,"N"
-1.77265905555556,-11.87925,"brown",-5.93962333333333,0.160635111111111,-9.98592611111111,"yes","normal",302.087166666667,1135.27777777778,"P"
-2.43502645833333,-13.26574375,"brown",-3.24860604166667,0.198165125,-5.58446333333333,"no","normal",260.207979166667,1150.58333333333,"N"
1.89767815277778,-12.2774738888889,"brown",0.719130161111111,-0.0451706388888889,3.02256730555556,"no","normal",445.449630555556,1193.21111111111,"N"
-3.08904233333333,-11.8794666666667,"brown",-5.939735,0.173413583333333,-26.4409583333333,"no","normal",154.91375,1102.91666666667,"P"
-3.47752428571429,-12.5860642857143,"brown",-5.59453571428571,0.418811142857143,-4.75867214285714,"no","normal",468.544571428571,1177,"N"
0.0573359464285714,-11.6124535714286,"brown",-5.80623571428571,0.0314482142857143,-15.3698303571429,"yes","normal",328.945125,1170.01785714286,"P"
-0.503184875,-12.6846125,"brown",-0.251592125,-0.016184875,-0.146281,"no","normal",279.42625,1167.75,"N"
1.57979,-13.5806333333333,"brown",-6.79032666666667,0.837930666666667,-30.9883,"no","large",410.114666666667,1046.66666666667,"N"
3.859595,-13.999925,"green",-6.99997,0.072515,-11.826015,"no","normal",148.038,1137.25,"P"
-1.36881411111111,-11.6239266666667,"brown",-5.81196755555556,-0.0518009777777778,-20.7081911111111,"no","normal",227.407222222222,1094.37777777778,"P"
0.305571875,-11.416225,"red",-5.708115,0.108832125,-13.8861625,"no","normal",394.99325,1060.875,"P"
-4.195348,-11.41296,"red",-3.901189,-0.0714754666666667,-8.85592,"no","normal",252.048633333333,1173.53333333333,"P"
-1.59773705952381,-12.6358095238095,"brown",-6.31790559523809,0.0206793333333333,-5.87320261904762,"no","normal",139.873678571429,1089.52380952381,"N"
-0.5138875,-13.261,"brown",-0.256945,-0.20438925,-0.43769125,"no","normal",187.43675,1158.5,"N"
-4.353065,-11.7014,"brown",-5.85069,0.5131175,-13.43225,"no","large",218.346,1196.5,"N"
-1.22402879166667,-11.3958958333333,"brown",-5.6979525,-0.175321625,-20.0574541666667,"yes","normal",345.624541666667,1014.25,"P"
3.65117666666667,-10.6144666666667,"green",1.825589,-0.175141,3.16358666666667,"no","normal",220.074666666667,1032.66666666667,"N"
2.1423334375,-11.625175,"brown",-5.812576875,-0.18126075,-6.891995625,"no","normal",397.1429375,1075.75,"N"
-0.928485166666667,-12.1632916666667,"brown",-0.898593083333333,-0.2119923,-1.095816,"no","normal",326.340866666667,1120.01666666667,"N"
-0.560038066666667,-12.4443433333333,"brown",-6.22216533333333,0.0122236,-18.0204583333333,"no","normal",381.934416666667,1137.98333333333,"P"
3.33393733333333,-12.92474,"brown",1.66696996666667,0.265418,3.7639052,"no","normal",111.017966666667,1023.36666666667,"N"
-3.52868666666667,-12.8816333333333,"brown",-5.24452,-0.014436,-11.09209,"no","normal",195.920333333333,1061,"P"
-1.15471246428571,-12.6546214285714,"brown",-6.32731625,0.0318302857142857,-26.9452375,"no","normal",324.606571428571,1177.32142857143,"P"
-2.2379305,-11.50049,"brown",-5.750242,0.2742582,-17.23813,"no","normal",385.5877,1020.2,"P"
3.587775,-11.5977166666667,"brown",1.7938875,0.154000666666667,4.16533333333333,"no","normal",201.092333333333,1079.16666666667,"N"
-0.0977273650793652,-12.4187555555556,"brown",-6.20937761904762,-0.0605109841269841,-25.5435809523809,"no","normal",368.275023809524,1010.72222222222,"P"
0.6761051,-12.57645,"brown",-0.6887804,-0.3879331,-0.2907405,"no","normal",254.4936,1109.2,"N"
-1.7785455,-12.9324291666667,"brown",-4.77520658333333,0.0886210833333333,-5.85961291666667,"no","normal",240.316916666667,1070.08333333333,"N"
-0.3242411,-12.778435,"brown",-6.3892195,-0.04955325,-12.42204875,"no","normal",287.466725,1184.05,"P"
2.85386,-10.9577,"brown",-5.47884,-0.485343,-1.27057,"no","normal",313.34,1001.5,"N"
2.00486541666667,-11.7862125,"brown",1.00243441666667,0.0860704583333333,2.80718741666667,"no","normal",359.739125,1117.83333333333,"N"
2.347708,-12.63266,"green",-6.31634,0.4573774,-17.4373,"yes","normal",317.0954,1099.8,"P"
3.55983166666667,-12.2771166666667,"brown",-6.13855833333333,-0.129330833333333,-20.0404166666667,"no","normal",276.322,1188.66666666667,"P"
0.150058888888889,-13.4925111111111,"brown",-6.74625777777778,-0.136302111111111,-30.7533444444444,"yes","normal",410.547777777778,1190.66666666667,"P"
-3.407825,-11.4609666666667,"brown",-2.28007166666667,-0.0540713333333333,-6.24779666666667,"no","large",300.690833333333,1133.66666666667,"N"
-3.7743275,-12.12795,"brown",-3.887165,0.069648,-5.24128375,"no","normal",224.596,1116.75,"P"
-0.865424916666667,-12.9238916666667,"red",-6.4619375,-0.0053619166666667,-16.931975,"no","normal",127.267166666667,1148.20833333333,"P"
-0.03648825,-13.17473875,"brown",-6.587365375,0.097784,-26.641695,"no","normal",129.3722125,1009.5,"P"
-3.28005152777778,-11.6636277777778,"brown",-5.05145430555556,-0.200703777777778,-9.53933194444445,"no","normal",103.244763888889,1101.79166666667,"P"
1.52226975,-12.177125,"brown",0.7611355,0.392090875,1.294825125,"no","normal",127.529625,1198.25,"N"
-1.71578475,-13.5622,"brown",-0.857891125,-0.019712375,-1.3801855,"no","normal",113.7455,1110.625,"N"
2.546198,-12.73982,"green",1.2730978,-0.0383812,2.169138,"no","normal",306.3354,1002,"N"
3.80154,-13.3117875,"red",1.90076875,0.555944,5.30723125,"no","large",137.338875,1054.5,"N"
0.3482663,-12.2279833333333,"brown",-6.11398516666667,0.163254466666667,-22.8730383333333,"no","normal",250.674083333333,1077.7,"P"
3.4698975,-12.3846666666667,"green",1.73494875,0.132854583333333,6.25468666666667,"no","normal",251.997833333333,1009.66666666667,"N"
-0.412338303571429,-13.3975142857143,"brown",-6.69875794642857,-0.0916210982142858,-18.2590785714286,"no","normal",160.011142857143,1095.46428571429,"P"
2.61228151666667,-12.2622066666667,"brown",1.30614063333333,0.224432933333333,3.80081571666667,"no","normal",492.2812,1122.23333333333,"N"
-1.51484183333333,-12.8139166666667,"brown",-6.40696,0.124475,-12.6856166666667,"no","normal",270.0495,1154.5,"P"
-1.87611148333333,-12.973855,"brown",-1.3297658,-0.102782883333333,-0.9713672,"no","normal",152.410616666667,1139.78333333333,"N"
2.83139666666667,-13.1064333333333,"brown",-6.55322666666667,-0.129132,-2.26513133333333,"no","normal",218.280333333333,1171,"N"
2.97675041666667,-13.366975,"green",-6.68348583333333,-0.280767666666667,-18.2049166666667,"yes","normal",137.287041666667,1132.16666666667,"P"
-2.933812,-13.56744,"brown",-1.466908,-0.0259688,-5.129772,"yes","normal",333.4358,1177,"N"
-3.52546,-12.46246,"brown",-6.231222,0.5791752,-28.81452,"no","large",323.6972,1154.6,"N"
-0.997875166666667,-12.27352,"brown",-6.13675066666667,-0.0380292333333334,-13.7648,"no","normal",188.464533333333,1103.36666666667,"P"
2.94787,-13.3260857142857,"green",-6.66304,0.0366297142857143,-28.7431714285714,"no","normal",222.205285714286,1076,"P"
-2.63864675,-12.1523083333333,"brown",-4.67219138888889,-0.0195748611111111,-6.64307861111111,"no","normal",389.435444444444,1061.72222222222,"N"
3.10124366666667,-12.8850333333333,"brown",-6.44251,0.353681333333333,-15.5683333333333,"no","normal",139.037,1080.66666666667,"N"
-1.9922063015873,-12.2500412698413,"brown",-6.12502134920635,0.066435380952381,-18.7033477777778,"no","normal",359.859925396825,1092.3253968254,"P"
2.8848655,-13.3815916666667,"green",-6.69079875,-0.12735625,-26.6460791666667,"no","normal",253.767,1130.04166666667,"P"
-1.02073583333333,-11.8465791666667,"brown",-0.510367166666667,-0.4181915,-0.73030925,"no","normal",143.045166666667,1172.41666666667,"N"
-0.5292145,-12.80121875,"brown",-0.26460775,0.251467625,-0.965759625,"no","normal",487.7790625,1109.9375,"N"
-0.9517314,-11.943285,"brown",-5.971646,0.1385815,-24.94572,"no","normal",406.585116666667,1130.55,"P"
-1.2634226,-12.17306,"brown",-6.086536,0.1340949,-19.17264,"no","normal",264.0251,1170.6,"P"
0.655303,-13.67765,"brown",-6.83883,-0.4278165,-4.3263975,"no","normal",381.645,1090.25,"N"
3.715365,-12.4376375,"brown",-6.21881875,-0.2566375,-16.1829,"no","normal",220.8475,1078.625,"P"
-0.1226245,-11.9826702380952,"brown",-5.99133595238095,0.120900404761905,-11.8499753571429,"no","normal",131.034273809524,1032.7380952381,"P"
-1.01071507142857,-12.2971571428571,"red",-5.91183285714286,-0.0863926428571429,-13.604335,"no","normal",470.307285714286,1003.57142857143,"P"
1.9353404,-12.856615,"brown",0.96766915,0.14503065,1.07156055,"no","normal",392.7049,1057.8,"N"
-0.96625275,-12.20604,"brown",-6.1030235,-0.11225625,-27.555645,"no","normal",429.74505,1051.075,"P"
-3.03361333333333,-11.4277333333333,"brown",-2.94375,0.510382333333333,-3.80281,"no","large",214.396666666667,1139,"N"
0.571903033333333,-13.08976,"brown",-6.54487416666667,-0.182606516666667,-28.5764783333333,"no","normal",463.6311,1107.2,"P"
1.67737569047619,-12.6001095238095,"brown",-6.30005619047619,0.0485883928571428,-23.5093226190476,"no","normal",362.90180952381,1142.30952380952,"P"
2.84126333333333,-12.9223333333333,"brown",-6.46116166666667,-0.0925545,-15.8590666666667,"no","normal",106.011833333333,1054.66666666667,"P"
-0.979257944444444,-11.0705705555556,"brown",-4.2083025,0.05433725,-5.39765061111111,"no","normal",160.49985,1069.12222222222,"N"
-1.2312102,-12.6914,"red",-6.345702,-0.1216428,-22.3682,"no","normal",124.447,1160.2,"P"
4.50613,-11.8101,"brown",2.25306666666667,0.349193333333333,5.67383,"no","normal",356.151,1001,"N"
2.25655516666667,-11.4886625,"brown",-5.74432791666667,-0.0954753333333334,-15.8174125,"no","normal",271.023,1123.29166666667,"P"
-2.676438,-13.65474,"red",-6.827368,-0.3255542,-31.0314,"no","normal",424.2286,1096,"P"
4.61289,-11.344775,"brown",2.3064475,-0.05931025,9.2287325,"no","normal",334.85325,1134.75,"N"
3.84695833333333,-12.4921083333333,"brown",1.92347833333333,0.053084,7.21800416666667,"no","normal",302.4715,1131.91666666667,"N"
2.97504425,-12.322105,"brown",1.4875209,0.1992309,4.7439727,"no","normal",468.542175,1161.25,"N"
1.3270275,-14.07505,"brown",-7.0375225,0.0712265,-32.03825,"no","large",354.58625,1038.75,"P"
-1.66532733333333,-13.1966716666667,"brown",-5.45891733333333,0.0621734166666667,-2.57244058333333,"no","normal",346.915666666667,1067.55,"N"
3.7544225,-12.527725,"brown",-6.26386,0.14677425,-3.2107705,"no","normal",267.9785,1159.75,"N"
-0.612864333333333,-12.4030222222222,"red",-0.306433111111111,0.0919183333333333,-0.562765777777778,"yes","normal",206.353333333333,1086,"N"
-4.34713,-14.1416666666667,"brown",-7.07083333333333,0.065266,-31.9480666666667,"no","normal",405.946333333333,1173.33333333333,"P"
3.709518,-12.25894,"brown",1.85476,-0.2338844,4.0670638,"yes","normal",148.1388,1153,"N"
0.0470757833333333,-12.8153683333333,"red",-6.407678,-0.1619163,-4.90237458333333,"no","normal",239.230383333333,1151.65,"N"
-0.579882766666667,-12.4955966666667,"brown",-6.24779933333333,-0.117026283333333,-16.3215033333333,"no","normal",361.97415,1152.83333333333,"P"
2.29249675,-13.517275,"brown",-6.7586425,-0.338204125,-19.8102875,"yes","normal",438.2985,1140.125,"P"
-2.55865691666667,-13.3218833333333,"brown",-4.18134333333333,0.332084,-8.41937833333333,"no","normal",196.165333333333,1129.83333333333,"P"
-1.28517466666667,-11.8818666666667,"brown",-0.642586,-0.105416666666667,-0.615001333333333,"no","normal",321.717333333333,1140,"N"
-2.29015447619048,-12.580046031746,"brown",-1.5143558531746,0.0269154642857143,-2.09145136111111,"no","normal",209.494811507936,1100.21825396825,"N"
4.28329666666667,-12.0679,"green",2.14164666666667,-0.0154633333333333,8.62915333333333,"yes","normal",167.940333333333,1186,"N"
-2.82779383333333,-11.8080666666667,"brown",-5.90403,0.0597563333333333,-13.37335,"yes","normal",258.972333333333,1176,"P"
-2.27706425,-12.4287625,"brown",-5.19747803571429,-0.0190955892857143,-3.47985851785714,"no","normal",415.473375,1115.05357142857,"N"
1.91454175,-11.3564375,"brown",0.957270375,-0.215619375,1.543960375,"no","normal",259.086875,1122.25,"N"
2.1668625,-11.760325,"brown",1.083431625,-0.14975125,1.615640375,"no","normal",122.848,1015.875,"N"
-3.03686666666667,-13.5669333333333,"red",-5.38119,0.0358683333333334,-8.51153333333333,"no","normal",133.26,1042,"P"
0.654484285714286,-12.0369285714286,"brown",-6.01847285714286,-0.249970714285714,-10.7549742857143,"yes","normal",128.418571428571,1004,"N"
0.758276,-12.3473833333333,"brown",-6.17368766666667,-0.160359966666667,-20.7207266666667,"no","normal",144.631133333333,1007.26666666667,"P"
4.11875666666667,-11.4310833333333,"brown",2.05937833333333,-0.0667873333333334,5.5112825,"no","normal",174.553583333333,1172.08333333333,"N"
-3.556229,-14.39846,"brown",-4.423113,-0.0996598,-4.1320856,"no","normal",457.2943,1042.7,"N"
-3.48231541666667,-12.2190125,"brown",-6.10950166666667,-0.165269083333333,-25.2994708333333,"no","normal",172.362833333333,1061.75,"P"
4.02520666666667,-12.2981666666667,"brown",-6.14908,0.246848,-0.619150666666667,"no","normal",496.528333333333,1094,"N"
-1.43027385714286,-12.0020857142857,"brown",-0.715137,0.210793285714286,-1.974174,"no","normal",209.768285714286,1009.71428571429,"N"
0.38259425,-12.3985833333333,"brown",0.19129625,0.223909666666667,0.581158833333333,"no","normal",329.996666666667,1109.75,"N"
-0.0935639523809523,-12.5271603174603,"brown",-6.26357785714286,-0.0338704841269841,-3.43156863492064,"no","normal",306.484865079365,1135.20634920635,"N"
-4.11628666666667,-11.2887333333333,"brown",-2.05814,0.347191666666667,-7.01843666666667,"yes","large",123.418333333333,1005.33333333333,"N"
0.352867166666667,-13.2613666666667,"brown",-6.63069166666667,-0.315049,-26.0554666666667,"no","normal",406.131583333333,1078.91666666667,"P"
-0.807046625,-11.9782958333333,"brown",-1.525493875,-0.0662580416666667,-1.16104883333333,"no","normal",115.114791666667,1003.66666666667,"N"
-2.55213233333333,-12.1150466666667,"brown",-1.27606525,0.10788505,-2.72961241666667,"no","normal",268.12165,1064.5,"N"
-2.12339383333333,-14.2025083333333,"red",-7.10124583333333,0.167054958333333,-32.8002041666667,"no","normal",281.613666666667,1110.33333333333,"P"
-3.4597425,-11.782985,"brown",-3.295221125,-0.251214,-3.517614875,"no","normal",183.90925,1042.825,"N"
-3.11745285714286,-13.5108428571429,"red",-6.75542,-0.494661,-13.7407285714286,"no","normal",484.641428571429,1079.14285714286,"P"
2.727200875,-12.0988,"brown",-6.0493925,-0.339015,-22.761075,"no","normal",172.055375,1107.875,"P"
