"H","diameter","albedo","diameter_sigma","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","rms","class"
14.6864285714286,8.62700714285714,0.0605928571428571,0.760707142857143,0.235148322022647,3.12835541347206,2.39244525903872,13.9974679793711,289.132353220152,90.0816828661363,29.4128120555711,3.8642655679054,0.178175887134456,2458835.4490333,20191217.9490333,2021.13962209173,5.53357870524773,1.42679703571429,555.266602388929,7.04791642857143e-08,3.59269392857143e-08,2.3119025e-07,8.22073642857143e-06,5.17408392857143e-05,5.8384425e-05,1.73524432142857e-05,4.48015535714286e-08,3.04571607142857e-09,9.68078857142857e-05,3.4870925e-05,0.524336178571429,"N"
14.8204545454545,5.85078977272727,0.0989829545454546,0.695482954545455,0.126541269647909,2.76923924038895,2.41851076369032,9.4558775656867,268.386806212871,309.481881622019,175.247724222594,3.11996771708758,0.213908688428622,2458181.18655432,20180267.6865543,1683.26354027944,4.60852440870485,1.42232835227273,553.527524853977,5.37967215909091e-08,1.96676193181818e-08,1.46815875e-07,5.73089147727273e-06,3.98689738636364e-05,4.89046818181818e-05,2.66764772727273e-05,2.22608636363636e-08,2.28320568181818e-09,0.000123006329545455,1.79253352272727e-05,0.546687102272727,"N"
15.1516381766382,5.94855128205128,0.0701577635327635,0.509092948717949,0.201304754673628,3.06813233815976,2.45051418730655,11.014705009792,51.1454452522823,47.0738944446985,30.798352627264,3.68575048901297,0.183511320998313,2458832.67902128,20191215.1790213,1963.1974338176,5.37494163947323,1.47926497150997,575.685548962536,6.82072460826211e-08,3.1239735042735e-08,2.12452959401709e-07,7.33882962962963e-06,6.94953771367521e-05,7.85543557692308e-05,2.18046803418803e-05,3.75146442307692e-08,2.80221420940171e-09,0.000118139603632479,2.99851203703704e-05,0.555963839031339,"N"
15.2319047619048,5.45849047619048,0.0717238095238095,0.378780952380952,0.166209317711737,3.11758089200296,2.59809321706846,10.991728678551,318.888068168711,296.217087579621,237.182072468181,3.63706856693746,0.179133895647807,2459686.09785221,20220416.5978522,2010.78166657542,5.5052201685843,1.61242547619048,627.507622569048,6.83549809523809e-08,5.36096e-08,2.05936523809524e-07,8.76529047619048e-06,5.40732666666667e-05,6.85978333333333e-05,3.37909714285714e-05,6.32030952380952e-08,4.56944333333333e-09,0.000193733738095238,5.19813857142857e-05,0.568487714285714,"N"
14.9166666666667,6.68016666666667,0.0695555555555556,0.755666666666667,0.0731929216735951,3.09546946345959,2.86755757868691,10.9251059630554,219.042665952392,44.5595966454979,186.507757321445,3.32338134823227,0.181041411875904,2459958.8250813,20230114.3250813,1989.39476064292,5.44666601134269,1.86845166666667,727.145335116667,6.23148888888889e-08,3.73132222222222e-08,1.94676666666667e-07,6.97283333333333e-06,5.17615e-05,9.11741666666667e-05,6.31525e-05,4.00823888888889e-08,3.26783888888889e-09,0.000349645944444444,3.59823888888889e-05,0.554705555555556,"N"
14.7875,5.0305625,0.1140625,0.6235,0.0585997212883239,2.84095535058042,2.67427265428673,3.95282201928676,110.607028226268,328.005448332665,207.993527612517,3.00763804687412,0.205951450674238,2459738.38018602,20220599.255186,1749.22852439854,4.78912669239845,1.68619125,656.2150487625,4.66935625e-08,2.098125e-08,1.32356125e-07,5.07673125e-06,0.0001392429375,0.00023444775,0.0001345645625,2.22265e-08,2.30633125e-09,0.00066061375,1.9336e-05,0.553835625,"N"
15.5560897435897,4.14083974358974,0.112115384615385,0.377679487179487,0.255401561109601,3.06029525443806,2.27835645802217,9.89156879235767,275.654019806991,89.5129388155277,278.351409560109,3.84223405085396,0.184149707696461,2459443.86873789,20210817.3687379,1955.53574653292,5.35396508291013,1.29882102564103,505.462178548718,7.74076762820513e-08,4.71254198717949e-08,2.46649166666667e-07,9.49358942307692e-06,0.000149469025641025,0.000158969512820513,3.79156118589744e-05,5.90367948717949e-08,4.24325576923077e-09,0.000213193974358974,4.5190657051282e-05,0.563761826923077,"N"
9.275,92.065,0.0845,24.555,0.614828632985938,33.0983721867275,12.8291751737661,10.4087323177019,201.568483350288,151.245222578871,21.5879498651095,53.3675691996889,0.00529677181772155,2454837.22653886,20087889.7265389,69875.0133864614,191.307360400989,11.85675,4614.2913975,1.30902e-05,0.0013134375,2.86835e-05,2.337825e-05,0.0001571365,0.000310145,0.0012420075,0.00215915,3.030925e-07,0.009568275,4.183675,0.4057475,"N"
15.385,3.76595,0.13875,0.40345,0.170719880349215,2.42234617900278,2.00862844953294,6.51530560449358,317.121138655522,136.357284457049,355.688728511011,2.83606390847262,0.261497846031919,2459016.97096757,20200616.4709676,1377.13500886967,3.77039016802099,1.0326839,401.889593363,5.30217e-08,1.2076395e-08,1.2952485e-07,5.33725e-06,8.00649e-05,8.48674499999995e-05,1.919255e-05,1.4170845e-08,1.943385e-09,7.357485e-05,1.0311285e-05,0.531825,"N"
15.0436616161616,4.50226666666667,0.174950757575758,0.363609343434343,0.147944706481107,2.64876730681335,2.25569371421075,9.97596496041888,182.550449093414,95.7570369916838,148.654737320516,3.04184089941594,0.228761371662633,2458350.68859883,20180820.1885988,1574.75354302135,4.31144022730007,1.26588467424242,492.644338674924,5.08436005050505e-08,1.61251689393939e-08,1.35662584090909e-07,5.56207146464646e-06,3.98863285353535e-05,4.70775626262626e-05,1.955757e-05,1.85334484848485e-08,2.09256047979798e-09,8.44987181818179e-05,1.43751593686869e-05,0.540432247474747,"N"
13.9666666666667,10.2386666666667,0.0606666666666667,0.194666666666667,0.0608506243547792,3.22478128487923,3.02845603551164,14.3263930209719,36.8482567670778,252.752459208766,212.822831278529,3.42110653424683,0.170215922249301,2459865.17959255,20221012.6795926,2115.23253960996,5.79119107353857,2.04812333333333,797.068157633333,4.4985e-08,3.43243333333333e-08,1.45353333333333e-07,7.62516666666667e-06,1.9246e-05,6.75996666666667e-05,6.47156666666667e-05,3.6345e-08,2.71786666666667e-09,0.000379656666666667,3.37713333333333e-05,0.558633333333333,"N"
15.5935185185185,4.17377777777778,0.102425925925926,0.45412037037037,0.232091579639394,2.70209028499702,2.07442484708304,10.0454629300715,175.855135675102,184.470880127956,50.2463944551948,3.32975572291101,0.221984950750318,2458774.20153886,20191017.7015389,1622.49037144067,4.4421365405631,1.07768577777778,419.402974137778,5.29182685185185e-08,1.55838537037037e-08,1.44787833333333e-07,5.63739351851852e-06,4.09061666666667e-05,4.43543888888889e-05,1.15176083333333e-05,1.91013555555556e-08,1.91422777777778e-09,5.18397314814815e-05,1.40451453703704e-05,0.50860212962963,"N"
14.9388888888889,7.11166666666667,0.0683333333333333,0.298888888888889,0.238369115094717,2.85397229854562,2.17288006160853,11.8145123213939,187.504880845318,126.429307869823,318.986105851784,3.53506453548271,0.204511268002604,2459201.01800547,20201217.5180055,1761.20706513387,4.82192214957937,1.18583722222222,461.492271772222,5.88632222222222e-08,2.06457222222222e-08,1.68999777777778e-07,6.45970555555555e-06,3.17376e-05,3.54487777777778e-05,1.59058444444444e-05,2.56021666666667e-08,2.21253333333333e-09,7.91963888888889e-05,1.91218333333333e-05,0.54517,"N"
15.5810185185185,3.29109259259259,0.208872222222222,0.304653703703704,0.14338506105329,2.32058878336701,1.98749394093621,7.34421837417388,38.0092621630007,128.897984883109,4.28000783509731,2.65368362579782,0.278876589360885,2458985.15075745,20200515.6507575,1291.268895707,3.53530156251061,1.00634681481482,391.639989921481,6.7279775e-08,1.1449887962963e-08,1.55853828703704e-07,5.91782657407407e-06,4.90463583333333e-05,6.08252722222222e-05,2.50018046296296e-05,1.31690298148148e-08,2.06447305555556e-09,8.93856981481482e-05,9.55625759259259e-06,0.546103731481482,"N"
15.28125,4.7069375,0.084775,0.4877,0.0667531013340655,2.73300532192581,2.55119803071475,7.55813545976149,41.7363303477943,291.494006817228,270.069479006398,2.91481261313687,0.218197425175353,2459412.71205154,20210717.2120515,1650.36685847439,4.51845820253083,1.553325375,604.50763618875,6.24094375e-08,2.45135625e-08,1.676794375e-07,6.12057875e-06,5.07806125e-05,0.0001143631,9.9471825e-05,2.61315625e-08,2.94773e-09,0.00046105075,2.21864e-05,0.575525875,"N"
14.8694805194805,5.38611471861472,0.0993614718614719,0.7325,0.0678539274408983,3.05954790365682,2.85167425918442,11.0646115642436,169.666750555463,215.891458904873,92.3111807893423,3.26742154812922,0.184209589014946,2458499.40970515,20190115.9097051,1954.80346001007,5.35196019167714,1.86570411255411,726.076069482684,5.33940909090909e-08,3.22187467532468e-08,1.65735692640693e-07,6.26528528138528e-06,3.11298181818182e-05,8.54648982683983e-05,7.45761471861469e-05,3.43151991341991e-08,2.90794978354978e-09,0.000403307930735931,3.08812532467533e-05,0.56547974025974,"N"
14.9,5.381,0.073,0.239,0.257260371117884,3.31790482345014,2.46433939723554,2.45137044817167,2.5078348494016,347.873479983829,295.626094969191,4.17147024966473,0.163082810835017,2459395.2313926,20210629.7313926,2207.46747101504,6.04371655308704,1.45857,567.6316869,9.3192e-08,2.7315e-08,3.1434e-07,8.5916e-06,0.00011062,0.00011115,1.374e-05,3.4342e-08,2.0139e-09,8.6404e-05,2.726e-05,0.53313,"N"
14.2327748640249,8.38441928904429,0.0774289044289044,0.48447804972805,0.0755606058923687,3.20363342699199,2.96156879653426,12.556101530737,231.481085942359,245.193150826948,22.2948665853672,3.44569805744972,0.171911241186246,2458870.83926686,20200139.5892669,2094.47657138648,5.73436432960023,1.98726363976301,773.383390686573,5.4325575514763e-08,3.04559058372183e-08,1.78250266608392e-07,6.41154455128205e-06,3.218047999223e-05,6.29458341103341e-05,4.97059308469309e-05,3.28103201728827e-08,2.45364408508158e-09,0.000289002568958819,2.98619087995338e-05,0.550355915889666,"N"
15.0347222222222,5.01286805555556,0.118506944444444,0.623986111111111,0.0663722540688805,2.78266709075497,2.59807382865654,6.79698214285323,185.301295284916,50.900687188863,111.835109193513,2.9672603528534,0.212375075973701,2458473.92226765,20181221.4222676,1695.54185641412,4.64214060619881,1.59759534722222,621.736181278472,4.89619236111111e-08,2.22559444444444e-08,1.36198986111111e-07,5.59251597222222e-06,5.81236944444444e-05,9.01365138888889e-05,6.27024652777778e-05,2.37414791666667e-08,2.55869513888889e-09,0.000295971333333333,2.03244625e-05,0.559354236111111,"N"
12.55,18.06115,0.0786428571428572,0.953192857142857,0.0836047485872949,5.20488399250092,4.76951662446516,10.2325760599464,33.3233935697826,29.3258914514071,304.612565222799,5.64025136053668,0.0830223620232803,2459667.79414772,20220359.4012906,4337.47028876226,11.8753464442498,3.78621185714286,1473.48006844429,8.28276928571429e-08,2.19459742857143e-07,5.77172357142857e-07,7.906245e-06,5.43179203571429e-05,9.26662607142857e-05,7.86999678571429e-05,2.37868835714286e-07,5.26947285714286e-09,0.000973312392857143,0.0002741385,0.559502214285714,"N"
15.3279761904762,3.95289285714286,0.133803571428571,0.445666666666667,0.123431233222089,2.88330015793013,2.52795850819728,6.02769052883265,191.471320044986,128.012430320662,336.799486915673,3.23864180766299,0.201350517479156,2459115.57647595,20200946.4098093,1788.33938681709,4.89620639785651,1.53369125,596.8666237625,5.05265e-08,2.93660892857143e-08,1.50514738095238e-07,6.54011011904762e-06,0.000114077416666667,0.000126028738095238,3.24941071428571e-05,3.31528452380952e-08,3.075925e-09,0.000161737583333333,2.73212678571429e-05,0.582662857142857,"N"
14.9305555555556,4.60231666666667,0.162541666666667,0.506669444444444,0.209699048436059,2.40741018996747,1.90281439021108,6.12449191062662,223.80386899617,146.387960126593,125.161572431309,2.91200598972386,0.263976880695056,2458526.39034458,20190211.8903446,1364.46030202903,3.73568871192068,0.907661611111111,353.234669196111,3.80718666666667e-08,1.0171115e-08,9.11171638888889e-08,4.61230472222222e-06,6.43185944444445e-05,6.63427444444445e-05,1.41973133333333e-05,1.23392952777778e-08,1.67154e-09,5.25381e-05,8.64852111111111e-06,0.504167638888889,"N"
14.4816666666667,6.39293333333333,0.0992166666666667,0.578758333333333,0.138240318583072,3.04850718751622,2.62563794019034,9.88215127407959,40.6570490430937,304.857567498055,104.395478978986,3.4713764348421,0.185269100016064,2458437.03721943,20181114.5372194,1944.35219727365,5.3233461937677,1.64341166666667,639.566518316667,5.30433916666667e-08,2.80474166666667e-08,1.64839916666667e-07,6.78697916666667e-06,8.2420725e-05,9.45855666666662e-05,2.76000083333333e-05,3.19909333333333e-08,2.56155666666667e-09,0.000147956325,2.6823625e-05,0.5452485,"N"
13.8116666666667,19.39245,0.111066666666667,0.42315,0.059473429172864,2.92154220106879,2.74805422687025,11.6743072419561,324.655851262593,156.072331174112,165.669805841809,3.09503017526733,0.197494590339091,2458161.68378939,20180205.2837894,1824.19377848255,4.99437037229994,1.77206833333333,689.635833283333,5.393825e-08,2.30916666666667e-08,1.547625e-07,6.46186666666667e-06,3.01777166666667e-05,7.14239e-05,6.26803333333333e-05,2.43584666666667e-08,2.35029166666667e-09,0.0003171385,2.16109666666667e-05,0.534241333333333,"N"
14.5544871794872,7.33445726495726,0.0713611111111111,0.608318376068376,0.0935347964274255,3.16450566650572,2.86663411952132,10.47922955843,206.42774610226,83.1187457363329,103.800480881844,3.46237721349011,0.175186039119705,2458407.99475261,20181016.4947526,2056.40038298822,5.63011740722305,1.87714128205128,730.527072735897,4.63088461538462e-08,2.81970534188034e-08,1.460475e-07,5.96463867521367e-06,5.8349608974359e-05,8.37754807692308e-05,4.51828632478632e-05,3.07199914529915e-08,2.34698717948718e-09,0.00025515622008547,2.74719252136752e-05,0.540325683760684,"N"
16.0538461538462,2.24977622377622,0.211821678321678,0.295562937062937,0.133703776966378,2.28101024371304,1.97431097163386,4.88523301832588,182.199922834224,300.402177369052,355.415400753826,2.58770951579223,0.286330912251603,2459016.50489449,20200616.0048945,1258.51882748739,3.44563676245691,0.992798846153846,386.367526957692,4.08304195804196e-08,1.02575188811189e-08,9.47575034965035e-08,5.11885909090909e-06,6.10459895104895e-05,6.58616293706294e-05,2.18401783216783e-05,1.1638470979021e-08,1.92271923076923e-09,7.60057237762238e-05,8.49641993006993e-06,0.557761608391608,"N"
15.1943434343434,4.38367803030303,0.129670454545455,0.410004292929293,0.0664957860203091,2.76681270253366,2.58311698578696,6.06047796851369,117.989308562851,298.204875243815,166.257584615449,2.95050841928036,0.214196971243619,2458224.35914326,20180415.8591433,1681.06271081312,4.60249886601813,1.59578936111111,621.033345663611,5.0356428030303e-08,2.27086992424242e-08,1.39847583333333e-07,5.24760222222222e-06,0.000102825072222222,0.000130541214393939,6.25694984848485e-05,2.42196189393939e-08,2.641355e-09,0.000292271277777777,2.06890945707071e-05,0.571957886363636,"N"
14.4909090909091,7.25345202020202,0.0841616161616162,0.823535353535354,0.180745336300089,3.07374682504031,2.5171518140657,10.5752806236842,74.5123815758229,281.738212835973,114.12232853811,3.63034183601493,0.182976451342199,2458376.84750869,20180913.430842,1968.51627943481,5.38950384513295,1.54171042929293,599.987447767929,5.22892095959596e-08,2.59206464646465e-08,1.61244292929293e-07,5.9899601010101e-06,4.78345977272727e-05,5.28672676767675e-05,1.78164474747475e-05,3.04835909090909e-08,2.3134101010101e-09,9.62488712121212e-05,2.49025833333333e-05,0.547958939393939,"N"
14.5392063492064,6.33952063492063,0.119955555555556,0.63274126984127,0.224342961253753,2.55269176700918,1.97957590353561,11.558266284068,182.925298425743,138.223962825579,3.60875283867299,3.12580763048276,0.241810115796588,2458985.60819589,20200516.1081959,1489.87419859955,4.07905324736359,0.992868015873016,386.394445737302,4.7413546031746e-08,1.49768204761905e-08,1.20750526984127e-07,6.44817603174603e-06,4.0042549047619e-05,4.6102226984127e-05,2.01507007936508e-05,1.83357347619048e-08,2.11699555555556e-09,8.35962555555556e-05,1.31252414285714e-05,0.541525857142857,"N"
12.4666666666667,17.8419222222222,0.0752777777777778,0.938588888888889,0.0653259454999907,5.20354490656094,4.86302212793081,14.3101228151611,115.29201392751,192.223762047884,3.30344910607511,5.54406768519106,0.0830422811296722,2458960.62723364,20200434.110567,4335.6699131725,11.8704172845243,3.882295,1510.87274515,9.30552222222222e-08,1.65601166666667e-07,5.70174277777778e-07,6.94239e-06,3.91502888888889e-05,8.17694277777778e-05,6.84979666666667e-05,1.76646833333333e-07,3.96630833333333e-09,0.000822893833333333,0.000206950222222222,0.550777555555556,"N"
14.96,2.4634,0.6552,0.2172,0.051110344358937,1.92590051013844,1.82725701491606,21.0205664369691,323.827738384516,302.615328027654,186.180414677117,2.02454400536082,0.369056408204971,2459471.79534433,20210914.4953443,976.37277535637,2.67316297154379,0.856399,333.28479883,4.45964e-08,6.45812e-09,8.3989e-08,6.22152e-06,1.17048e-05,7.60732e-05,7.8491e-05,6.79314e-09,1.85434e-09,0.000213014,4.91206e-06,0.466806,"N"
15.2355555555556,5.40002777777778,0.0806277777777778,0.523016666666667,0.0631206945713554,3.15970118966939,2.96048174886449,13.4954295478291,45.2805885601142,54.3179754260728,328.104581770481,3.3589206304743,0.175554086266524,2459182.32470646,20201156.8247065,2051.6482797602,5.61710685765968,1.99005872222222,774.471152927222,8.08113e-08,4.91309722222222e-08,2.66875166666667e-07,9.25292444444445e-06,3.20201055555556e-05,0.00012878055,0.000120227638888889,5.22257333333333e-08,4.08216222222222e-09,0.000686398277777777,4.78820611111111e-05,0.583556944444444,"N"
15.2821164021164,3.21692486772487,0.243871957671958,0.292373544973545,0.171108517971714,2.25622754711971,1.86987325073259,4.54636070444433,69.9110572187147,298.972206175041,84.1711506950474,2.64258184350682,0.29095498080501,2458711.22935135,20190815.7293513,1237.97552264414,3.38939225912154,0.874076877248677,340.164498318868,4.21579026455026e-08,8.04733968253968e-09,9.51524465608466e-08,4.40395121693122e-06,7.75216021164021e-05,7.94318010582011e-05,1.408166e-05,9.41574063492064e-09,1.55706989417989e-09,4.80793354497354e-05,6.62304148148148e-06,0.52858782010582,"N"
15.25,4.59725,0.100875,0.257625,0.229826365311765,2.70267988874988,2.08109825935992,8.56307020771732,234.465205342326,336.721927675761,117.269391798378,3.32426151813985,0.221894817740516,2458471.9780054,20181219.4780054,1622.99531115633,4.44351899016106,1.081545,420.90486765,5.029825e-08,2.05175e-08,1.3637e-07,6.1606125e-06,9.75115e-05,0.000100874875,1.59819875e-05,2.5202375e-08,2.5421875e-09,7.0090125e-05,1.845875e-05,0.5527325,"N"
14.7285714285714,6.94042857142857,0.0744285714285714,0.585571428571429,0.0898625777318081,3.26361476072716,2.96890870492496,13.8932037258612,304.190369195151,342.843665293563,164.967223937694,3.55832081652935,0.167297026690492,2458014.46104982,20170917.9610498,2153.84639492956,5.89691004771954,1.95800142857143,761.995415957143,6.8782e-08,5.18951428571429e-08,2.31312857142857e-07,8.00458571428572e-06,4.29182857142857e-05,9.94372857142857e-05,8.40184285714286e-05,5.61308571428571e-08,4.0233e-09,0.000495189999999999,5.12862857142857e-05,0.554027142857143,"N"
15.9353535353535,2.5229494949495,0.212340909090909,0.314363636363636,0.196016990614759,2.33749479885062,1.87824624619464,8.2679085626009,131.413266370388,210.572199618216,246.426612552673,2.79674335150661,0.275903445499455,2459412.11125575,20210716.6112558,1305.45001780624,3.57412735881243,0.887450060606061,345.368940086061,4.67745606060606e-08,1.41236871212121e-08,1.09842421717172e-07,5.33212146464646e-06,5.84755984848485e-05,6.17767348484849e-05,1.83567262626263e-05,1.7038703030303e-08,2.47752752525253e-09,6.88887676767677e-05,1.18539558080808e-05,0.560044393939394,"N"
3.4,939.4,0.09,0.2,0.0775570233155907,2.76765685443864,2.55300562724939,10.588621491779,80.2869863662956,73.7316709432881,162.686251687993,2.9823080816279,0.2140600924499,2458240.49728382,20180501.9972838,1681.77073960788,4.60443734321117,1.58865,618.2549205,4.807e-12,1.0356e-11,1.947e-11,4.6132e-09,6.1769e-08,6.6184e-08,7.3559e-09,1.1159e-11,1.2014e-12,3.6867e-08,9.4391e-09,0.40633,"N"
15.8166666666667,3.48066666666667,0.0901666666666667,0.621666666666667,0.318609281866491,2.7724445912073,1.88941209370572,9.08649581777949,215.046575874849,167.693506879341,139.88871801937,3.65547708870888,0.213572712228249,2458345.50390865,20180815.0039087,1686.24398985724,4.61668443492742,0.897639666666667,349.334429076667,8.91596666666667e-08,2.00514666666667e-08,2.43481666666667e-07,8.06648333333333e-06,4.14148333333333e-05,4.4162e-05,1.13495e-05,2.63763333333333e-08,2.27456666666667e-09,5.03456666666667e-05,1.836265e-05,0.53039,"N"
14.4875,6.07366071428571,0.146535714285714,0.5128125,0.0849853017298934,2.95884677258962,2.70565012001865,8.55333832188977,280.818761226094,69.8776151414586,285.769039430418,3.21204342516059,0.193775978683858,2459383.59059594,20210618.0905959,1859.25207740813,5.09035476360885,1.71654571428571,668.028095628571,6.05255e-08,3.48971696428571e-08,1.82226205357143e-07,6.69704196428571e-06,6.75030535714286e-05,9.19711517857143e-05,5.48145e-05,3.84795267857143e-08,3.35444642857143e-09,0.000284684732142857,3.30361875e-05,0.540612142857143,"N"
14.6790909090909,7.16061818181818,0.0641545454545455,0.605436363636364,0.0660988092875969,3.19907827137772,2.98760614081589,13.9273602083651,199.736278091368,286.839233151978,75.4513671183941,3.41055040193954,0.172287584532412,2458562.59458962,20190320.0945896,2090.0328735328,5.72219814793374,2.02663881818182,788.707028871818,6.33262636363636e-08,4.28553363636364e-08,2.14739090909091e-07,7.60710818181818e-06,2.94502272727273e-05,8.14761181818182e-05,7.42655272727273e-05,4.56490909090909e-08,3.43640090909091e-09,0.000433165909090909,4.20601363636364e-05,0.570133363636364,"N"
14.7034965034965,6.20916601916602,0.116395234395234,0.420022792022792,0.0986256762412033,2.97346220457325,2.6800321139387,8.02042120836709,131.337552466527,169.301845998486,351.207323978197,3.2668922952078,0.192293598177708,2459046.21687619,20200715.7168762,1872.93543444003,5.12781775342925,1.67263092722093,650.937777946568,5.23305361305361e-08,2.716932996633e-08,1.61166605024605e-07,5.47258513338513e-06,7.74580756280756e-05,9.59637495467496e-05,4.06487878787879e-05,2.98625651385651e-08,2.63338857808858e-09,0.000211122206941207,2.56742913752914e-05,0.560350828800829,"N"
