"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V13","V19","V22","V30","V33","V35","V36","V40","V41","V42","V43","V45","V47","V50","V51","V52","V59","V63","V72","V75","class"
2.66666666666667,20.8333333333333,98,9.16666666666667,1328,56.1666666666667,29,35.1666666666667,152.666666666667,"0",5.83333333333333,17.6666666666667,"3","2","1","1","9",5.83333333333333,11.5,"3",15.8333333333333,9.66666666666667,"1",5.83333333333333,2.16666666666667,2.16666666666667,"0",4.33333333333333,6.33333333333333,1.66666666666667,2.5,"1"
17.7272727272727,4.90909090909091,13.0909090909091,21,6.18181818181818,5.81818181818182,26.6363636363636,21.3636363636364,32.6363636363636,"1",4,5.81818181818182,"3","2","1","3","9",6.45454545454545,3.81818181818182,"1",11.4545454545455,26.8181818181818,"1",6.90909090909091,2.36363636363636,2.81818181818182,"1",11.5454545454545,5.36363636363636,1.81818181818182,1,"0"
4.54545454545455,544.363636363636,7.45454545454545,9.36363636363636,1391.72727272727,24.9090909090909,12.0909090909091,13.7272727272727,30.5454545454545,"0",1.72727272727273,9.81818181818182,"7","2","1","0","9",6.36363636363636,6.27272727272727,"3",13.2727272727273,158.636363636364,"1",6.36363636363636,12.1818181818182,2.09090909090909,"0",5.45454545454545,5.81818181818182,3.72727272727273,4.45454545454545,"1"
4.6,2.8,8.2,10,12.5,5.8,16.8,20.2,244,"1",5.3,5.3,"7","2","1","3","9",6.1,66.5,"3",13.5,19.8,"1",6.3,4.2,1.6,"1",4.5,6.5,1.6,4.1,"0"
0,23.8823529411765,16.6470588235294,11.8235294117647,2946.82352941176,255,7.76470588235294,17.6470588235294,189.411764705882,"0",1.82352941176471,14.2352941176471,"7","2","1","3","9",6.11764705882353,12,"0",10.2352941176471,23.0588235294118,"1",5.35294117647059,19.4117647058824,2.76470588235294,"0",11.4705882352941,6.88235294117647,2.70588235294118,2.58823529411765,"1"
4.83333333333333,24.3333333333333,50.8333333333333,10,1418.5,86.5,21.8333333333333,40.5,84,"0",3.16666666666667,18.1666666666667,"7","2","1","2","9",6.33333333333333,14.8333333333333,"3",11,16.6666666666667,"1",5.16666666666667,19,1.33333333333333,"1",10.1666666666667,5.33333333333333,1.33333333333333,6.16666666666667,"0"
4.4,507.3,3.3,3.3,50.7,3.3,9.2,15.2,30.9,"1",2.1,2.1,"7","2","1","3","9",7,16.1,"1",15.2,767.9,"1",6.7,4.4,4.5,"1",12.8,6.1,4.7,6.8,"0"
0,76.0833333333333,25.8333333333333,5.41666666666667,29070.75,2137.91666666667,4.25,11.4166666666667,500,"0",1,8.33333333333333,"3","0","1","2","9",5.08333333333333,24.6666666666667,"2",13.3333333333333,61.5,"1",6.66666666666667,5.83333333333333,2.25,"0",23.9166666666667,5.58333333333333,1.58333333333333,1.5,"1"
3.89476041200179,2.470144797731,6.19092401851023,4.55202268995372,4.80235856097925,3.76175548589342,6.0824749962681,5.4983579638752,7.17368263919988,"1",1.66300940438871,2.75847141364383,"7","2","1","3","9",6.42416778623675,5.26802507836991,"3",5.25197790715032,155.73697566801,"1",6.43790117928049,10.0014927601135,2.82049559635767,"1",4.93857292133154,6.22174951485296,3.15330646365129,4.63009404388715,"0"
3.46153846153846,4.69230769230769,4.92307692307692,4,153.692307692308,9.38461538461539,4.84615384615385,12.5384615384615,16.3076923076923,"1",1.53846153846154,4.69230769230769,"3","2","0","3","9",6.23076923076923,48.9230769230769,"3",6.46153846153846,11.2307692307692,"1",6,3.53846153846154,3.53846153846154,"0",6.61538461538461,5.53846153846154,8.53846153846154,4,"0"
33.1,2.9,8.9,7,6.6,5.2,38.2,8.1,9.6,"1",1.9,4,"7","2","1","3","9",6.5,5.4,"3",4.8,124.8,"0",6.1,8.1,2.9,"1",5.7,6.7,2.1,4.2,"0"
3.35,365.15,6.55,2.65,5.75,1.7,5.1,5.65,15.7,"1",1.7,1.4,"3","2","1","0","9",5.7,5.95,"3",18.85,69.05,"1",6.6,8.65,4.8,"0",17.85,5.7,2.3,2.45,"0"
0.153846153846154,307,12.2307692307692,7.76923076923077,1532.46153846154,65.6923076923077,13.9230769230769,22.0769230769231,70.2307692307692,"0",2.15384615384615,10.3846153846154,"3","2","1","3","9",6.23076923076923,8.61538461538461,"3",10.2307692307692,28.4615384615385,"1",6.53846153846154,18.7692307692308,1.76923076923077,"0",10.3846153846154,4.76923076923077,3,6.53846153846154,"1"
5,3.14285714285714,11.2857142857143,11.4285714285714,188.428571428571,47.8571428571429,97.4285714285714,34.4285714285714,606.142857142857,"1",16,24.4285714285714,"7","2","4","1","9",5,22.4285714285714,"0",11,51.5714285714286,"5",7.42857142857143,29.7142857142857,2.28571428571429,"1",50.2857142857143,6.42857142857143,1.57142857142857,1.71428571428571,"0"
3.74136321195145,4.51832399626517,7.30952380952381,7.73809523809524,4.51388888888889,5.18464052287582,4.54551820728291,8.73319327731092,9.98214285714286,"1",1.53256302521008,4.53162931839402,"7","2","1","3","9",6.49428104575163,10.3574929971989,"3",7.95063025210084,114.258636788049,"1",6.26388888888889,5.47385620915033,3.15254435107376,"1",5.04119981325864,6.3140756302521,3.33053221288515,2.59593837535014,"0"
0,13.5,3.5,3.75,2488.75,66.5,207.5,10.75,598.25,"0",16,3.75,"0","2","3","3","9",5.5,7.25,"3",11.25,87,"5",6,7.5,3.5,"1",5.5,6.5,4.5,1.25,"1"
2.9,12,7.7,16.7,630.1,64.9,59,22.4,1851,"1",16.4,28.3,"7","2","1","2","9",5.8,8.2,"3",12.6,27.7,"1",5.3,7.2,1.7,"0",7.1,6,4.1,4,"1"
41.7,18.9,20.4,12.1,53.6,10.3,957,22,1726.9,"2",48.6,6.9,"7","2","6","3","9",6.5,28.8,"2",8.8,65.1,"1",7,12,5.3,"0",7.7,5,3.1,2.6,"0"
0,165.4375,18.5284090909091,9.01136363636364,3257.47159090909,114.704545454545,8.48863636363636,18.4318181818182,73.2215909090909,"0",1.42613636363636,15.6534090909091,"3","2","1","3","9",5.52840909090909,6.69886363636364,"3",14.2329545454545,26.4829545454545,"1",4.5625,10.2897727272727,6.14772727272727,"0",15.3352272727273,5.70454545454546,4.09659090909091,2.99431818181818,"1"
3.75,13,36.375,9.5,375.5,23.75,9.875,13,20,"1",2.75,9.75,"7","2","0","1","9",5,10.5,"1",16.5,59.5,"1",5.125,4.125,3.125,"0",176.625,6.125,5.75,2.5,"1"
6.6875,11.375,22.6666666666667,10.3958333333333,388.291666666667,29.8541666666667,8.29166666666667,26.0833333333333,39.0416666666667,"1",1.95833333333333,13.5833333333333,"4","2","1","3","9",5.6875,60.7916666666667,"0",12.375,16.3541666666667,"1",6.08333333333333,13.6458333333333,4.41666666666667,"1",8.97916666666667,4.83333333333333,4.77083333333333,1.33333333333333,"1"
0,18.8625,32.8583333333333,9.50416666666667,2995.79166666667,164.1,45.7291666666667,17.4208333333333,878.770833333333,"0",10.0208333333333,17.4458333333333,"7","2","1","3","9",6.4125,8.19166666666667,"3",13.0416666666667,104.329166666667,"1",6.45,17.7541666666667,5.225,"0",12.3791666666667,5.40416666666667,4.14583333333333,2.65833333333333,"1"
0,629,8,3,787,497,25,15,538,"0",4,8,"4","2","1","1","5",4,0,"3",0,563,"0",8,0,2,"0",3,8,0,0,"1"
7,22,3.5,8.25,758.75,11,11.25,14.5,21.5,"1",3.5,8.25,"0","2","1","3","9",7.25,314.75,"3",11.75,45.25,"8",5.75,10.5,1.25,"0",10.5,4.5,1,14.75,"0"
2.69230769230769,23.0769230769231,15.3846153846154,13.9230769230769,260.615384615385,38.8461538461538,44.3846153846154,24.4615384615385,716.153846153846,"1",12.5384615384615,22.4615384615385,"7","2","4","3","9",6.53846153846154,8.61538461538461,"3",26.5384615384615,20.7692307692308,"1",5.76923076923077,19.6923076923077,4.69230769230769,"0",10.2307692307692,5.84615384615385,1.38461538461538,3.38461538461538,"0"
8.66666666666667,26.8333333333333,11.3333333333333,9.83333333333333,771,54.6666666666667,49.5,19.6666666666667,465.333333333333,"1",10,11.1666666666667,"7","2","1","2","9",6.5,10,"2",11,171.833333333333,"1",4.5,8.66666666666667,3.16666666666667,"1",7.16666666666667,6,1.66666666666667,1.5,"1"
1.21739130434783,28.695652173913,7.52173913043478,8.08695652173913,1420.86956521739,47.4782608695652,44.304347826087,27.1739130434783,540.695652173913,"0",8.82608695652174,9.30434782608696,"7","2","1","3","9",5.82608695652174,17.695652173913,"3",11.6086956521739,30.4782608695652,"1",6.21739130434783,6.65217391304348,1.95652173913043,"1",10.0869565217391,5.8695652173913,2.56521739130435,4.95652173913043,"0"
0,94.4285714285714,15.4285714285714,8.71428571428571,1955.85714285714,60.1428571428571,13.4285714285714,18,99.2857142857143,"0",3.14285714285714,14.5714285714286,"3","2","1","1","9",6.42857142857143,53.1428571428571,"3",16.5714285714286,8.14285714285714,"1",5.71428571428571,6.14285714285714,2.57142857142857,"1",16.1428571428571,6.71428571428571,1.28571428571429,2.28571428571429,"0"
7.14285714285714,20.1428571428571,23.1428571428571,4.71428571428571,953,76.5714285714286,44.8571428571429,28.8571428571429,863.285714285714,"1",12,7.14285714285714,"7","2","1","1","9",7.14285714285714,17.2857142857143,"3",20,274.142857142857,"1",5.42857142857143,17.5714285714286,1.71428571428571,"0",6.28571428571429,6,1.28571428571429,1.28571428571429,"1"
31.125,10.25,17.5,4.875,22.375,7.75,283.375,18.625,47,"2",20.625,3.75,"3","2","1","1","1",6.25,9.5,"3",11,288.625,"1",4.625,16.5,1.875,"0",15.5,5.375,4.5,1.75,"1"
0.5,1.1875,225.3125,12.25,1465.0625,117.625,3.6875,34.9375,88.4375,"0",1.9375,20.125,"7","2","1","2","9",5.6875,10.5,"3",10.4375,44.5625,"1",6.25,3.4375,2.25,"1",16.875,6.8125,2.1875,2.625,"1"
28.0178571428571,12.6309523809524,16.1845238095238,6.14880952380952,22.7202380952381,5.11904761904762,515.797619047619,13.3214285714286,83.9702380952381,"1",38.5238095238095,4.16071428571429,"7","2","1","3","9",6.10119047619048,4.04761904761905,"3",9.35119047619048,29.172619047619,"1",7.33333333333333,10.9642857142857,2.72619047619048,"1",6.48214285714286,5.97023809523809,2.88095238095238,2.48214285714286,"0"
1.41666666666667,53.4166666666667,4.83333333333333,7.33333333333333,1386.83333333333,17.1666666666667,9.16666666666667,12.3333333333333,15.25,"0",1.75,7.5,"3","2","1","3","9",6.25,12.1666666666667,"3",6.58333333333333,74.5833333333333,"1",8.16666666666667,13.5,3.91666666666667,"0",6.5,6.41666666666667,3.91666666666667,2.75,"0"
139.5,8.25,10.5,16,1.5,2.25,218.75,19.5,74.5,"1",6.75,1.75,"7","2","1","2","8",6.25,13.75,"3",8,19.25,"1",6,2.75,1.25,"1",8.5,5,7.75,1.75,"0"
0,7,3.5,26,20169.5,2481.5,6.5,23,863.5,"0",2.5,26,"0","2","0","2","9",6.5,12.5,"2",4.5,359.5,"1",9,3.5,0.5,"0",18,6,1,2,"0"
0,1574.5,1.5,3.25,6674,239,16.5,7.5,180.25,"0",2.5,5.5,"4","2","0","3","9",5,5,"3",18.5,242.75,"0",5.75,4,2,"0",7,6,1.25,1.5,"0"
22.25,7.25,9.66666666666667,5.66666666666667,99.0833333333333,9.75,219.75,21,175.583333333333,"1",24.4166666666667,5.91666666666667,"7","2","1","1","9",5.91666666666667,13.1666666666667,"3",16.25,18.0833333333333,"1",7.83333333333333,7.33333333333333,5.08333333333333,"1",5.25,6,3.33333333333333,3.08333333333333,"0"
4.36363636363636,144.909090909091,7.81818181818182,7.27272727272727,12.7272727272727,5.81818181818182,6.90909090909091,13.4545454545455,14.6363636363636,"1",1.81818181818182,3.63636363636364,"7","2","1","3","9",5.54545454545455,4.72727272727273,"3",20.7272727272727,176.363636363636,"1",7.27272727272727,1.72727272727273,7.72727272727273,"1",2.63636363636364,5.45454545454545,6,3.36363636363636,"1"
0,42,3.5,3,4077.5,242,534.5,11.5,530.5,"0",44.5,4,"3","2","3","3","5",6,3.5,"3",14.5,34,"1",5.5,2,0.5,"0",3,7,1.5,2.5,"0"
3.58333333333333,2.58333333333333,4.175,4.5,13.7416666666667,3.175,3.65,4.525,5.16666666666667,"1",1.23333333333333,2.74166666666667,"7","2","1","3","9",6.51666666666667,87.3166666666667,"3",4.93333333333333,11.5333333333333,"1",6.1,5.58333333333333,2.075,"0",6.00833333333333,6.19166666666667,3.925,3.40833333333333,"0"
1.33333333333333,14,13.3333333333333,13,583.333333333333,347.666666666667,92.3333333333333,42,1066.66666666667,"0",23.3333333333333,21,"7","2","6","3","9",7,4,"3",23.6666666666667,454,"1",6.66666666666667,32.3333333333333,5,"0",0,4.33333333333333,7.66666666666667,1,"0"
3.81818181818182,77.7272727272727,11.1818181818182,6,748,25.2727272727273,9,16.3636363636364,29.1818181818182,"1",2.45454545454545,6.72727272727273,"7","2","1","3","9",5,10.7272727272727,"0",8,91,"1",7.18181818181818,15.7272727272727,0.636363636363636,"1",5.45454545454545,5.36363636363636,4.45454545454545,1.81818181818182,"0"
0.544642857142857,5.05208333333333,9.8125,8.48214285714286,1460.99255952381,23.5639880952381,7.93005952380952,17.46875,46.3660714285714,"0",2.22916666666667,9.11309523809524,"7","2","1","3","9",5.88095238095238,5.69345238095238,"3",7.32291666666667,14.6889880952381,"1",5.41666666666667,6.84226190476191,3.21130952380952,"1",7.76636904761905,5.97767857142857,2.54761904761905,4.81398809523809,"1"
1.71428571428571,2.42857142857143,212.142857142857,13.7142857142857,215,57.5714285714286,4.28571428571429,24.8571428571429,27.8571428571429,"1",1.14285714285714,24.2857142857143,"3","2","0","0","9",4.42857142857143,8.71428571428571,"3",11.2857142857143,31,"1",5.28571428571429,13.8571428571429,4.57142857142857,"0",7.57142857142857,5,2.71428571428571,1,"1"
0.222222222222222,24.6444444444444,7.86666666666667,5.56666666666667,1617.44444444444,59.7888888888889,28.4888888888889,25.6888888888889,299.577777777778,"0",7.11111111111111,11.5888888888889,"3","2","1","3","9",7.04444444444444,17.4,"3",13.7888888888889,314.966666666667,"1",6.35555555555556,12.0666666666667,2.95555555555556,"0",20.6666666666667,5.73333333333333,1.34444444444444,4.17777777777778,"0"
0,1,2,1,3237,142,13,25,330,"0",2,1,"4","2","4","3","9",6,764,"3",0,38,"1",8,3,3,"0",0,6,9,1,"1"
23.5,3.5,103.25,1.75,5.25,1,95.75,14,48.25,"1",7.25,1,"4","2","1","1","9",5.75,6.25,"3",17.25,9.75,"0",6.5,11,2,"1",2.75,6.5,3.5,3.25,"0"
0,3379.16666666667,9.83333333333333,2.16666666666667,3063.83333333333,68.8333333333333,18,11.5,36.1666666666667,"0",2.66666666666667,5.33333333333333,"4","2","1","2","9",5.33333333333333,53.5,"0",13.8333333333333,65.3333333333333,"1",5.66666666666667,4.5,0.666666666666667,"0",80.8333333333333,6.66666666666667,3.33333333333333,3,"1"
0.666666666666667,3,7.33333333333333,6.13333333333333,1592.8,36.8666666666667,23.2666666666667,23.4666666666667,155.4,"0",4.66666666666667,7.2,"7","2","1","1","9",5.06666666666667,10.8666666666667,"3",6,19.1333333333333,"1",5.13333333333333,11.6,3.26666666666667,"1",5.4,5.8,3.13333333333333,3.93333333333333,"1"
2.68376068376068,83.7222222222222,6.41880341880342,6.88034188034188,1363.94017094017,18.965811965812,9.76923076923077,15.2521367521368,38.3418803418803,"0",2.75641025641026,7.95726495726496,"7","2","1","3","9",6.2991452991453,15.7948717948718,"3",11.1581196581197,11.3205128205128,"1",7.02991452991453,5.10683760683761,2.2008547008547,"0",7.76923076923077,4.93589743589744,4.0982905982906,2.14957264957265,"0"
14.25,612.75,3.25,12.75,13.25,8.75,69.75,27.75,166,"2",13.75,0.25,"4","2","1","3","9",6.5,9.25,"3",5.5,296.5,"1",8.25,76.25,0.5,"0",0.25,7.25,1.25,1.25,"0"
0,4,1.5,7.5,6964,90,2,5.5,26.5,"0",1,7.5,"4","2","1","0","9",6.5,4.5,"0",9.5,2,"0",5.5,0,0.5,"0",156.5,10,2,1,"1"
0,24,71.6666666666667,20,1795.66666666667,886.333333333333,16,25,1902.66666666667,"0",5,40.6666666666667,"7","2","1","0","1",6.66666666666667,31.6666666666667,"0",22.6666666666667,40,"1",7,10,4.66666666666667,"0",2,3.33333333333333,2.66666666666667,1.33333333333333,"1"
3.33333333333333,206.833333333333,3,5.66666666666667,638.666666666667,35.8333333333333,24.3333333333333,26.1666666666667,94,"1",4.83333333333333,5.66666666666667,"7","2","1","3","9",6.5,4.83333333333333,"1",18,273.833333333333,"1",6.83333333333333,9.16666666666667,5.83333333333333,"1",3.5,5.5,2.5,3.33333333333333,"0"
0,40.2857142857143,6.71428571428571,7.14285714285714,10186.8571428571,298.142857142857,20.7857142857143,15.3571428571429,575.857142857143,"0",5.28571428571429,9.21428571428571,"7","2","1","3","9",6.21428571428571,18.3571428571429,"0",13.9285714285714,119.5,"1",6.71428571428571,6.64285714285714,2.78571428571429,"0",21.7857142857143,6.07142857142857,2.5,4,"1"
1.5,5.5,16.25,42.5,51,41,3,23.25,56.25,"1",1.25,39.25,"7","2","1","3","9",4,28.75,"0",9,67.75,"1",2.75,5.5,4.25,"0",6,6.25,3.75,2.75,"1"
0,1.875,89,11.5,2006.25,74.125,19.625,25.5,42.125,"0",2.75,15.125,"7","2","0","1","9",4.5,6.25,"3",9.875,17.125,"1",6.125,5.875,3,"0",19.875,5.5,1.75,1.625,"1"
1.71428571428571,17.4285714285714,13.8571428571429,9.42857142857143,17.1428571428571,6.71428571428571,26.5714285714286,19.7142857142857,265.142857142857,"1",7.28571428571429,4.42857142857143,"3","2","1","3","9",5.71428571428571,181.428571428571,"3",8.14285714285714,38.7142857142857,"1",6.28571428571429,15.7142857142857,2.42857142857143,"0",11.2857142857143,5.28571428571429,0.428571428571429,2.57142857142857,"1"
4.7,3.7,8.9,3.7,6.5,4.7,9.2,11.1,9.5,"1",1.3,1,"3","2","1","1","9",6.2,88.9,"3",7.3,305.7,"1",6,13.4,1.9,"1",7.1,7.5,2.6,2.5,"1"
0,21.5555555555556,17.0555555555556,9.79166666666667,3066.54166666667,92.8194444444444,14.5,21.4305555555556,181.652777777778,"0",4.55555555555556,12.2638888888889,"7","2","1","3","9",6.04166666666667,6.5,"3",9.625,13.7361111111111,"1",6.125,9.875,2.91666666666667,"1",16.4861111111111,6.43055555555556,3.11111111111111,4.31944444444444,"1"
1.33333333333333,85.6666666666667,7.66666666666667,1.66666666666667,3,1.66666666666667,5,3,3,"1",2.66666666666667,0.333333333333333,"3","2","1","3","9",6.66666666666667,3.33333333333333,"1",2,32.6666666666667,"1",8.66666666666667,3,1.33333333333333,"1",9.66666666666667,5.33333333333333,66.6666666666667,8,"0"
1.5,0.5,50.5,18.5,714.5,25.5,1.5,17,25,"1",1,18.5,"3","2","0","2","9",6.5,1,"2",3.5,4,"5",5.5,87.5,12,"0",995.5,4,1,2.5,"0"
0,89.8,11,9.7,8711.1,671.8,23.6,13.2,568,"0",2.9,26.7,"7","2","1","3","9",5.4,5.7,"3",10.2,59.7,"8",5.2,13.4,2.1,"0",29.1,6.1,2.9,3.2,"1"
2,1419.5,57.25,5.75,157.25,26,8.75,25.5,53.75,"1",4.25,9.25,"7","2","1","0","9",5.25,13.5,"3",12.5,19,"1",6,434.75,25.75,"0",1,7.75,2,1.75,"1"
0,1.5,67,17.75,1491.25,178,22.25,40,332.75,"0",5.25,24,"4","2","1","1","8",5.5,34.75,"3",7.75,230.75,"0",6,8.75,1.25,"0",22.25,6.25,3,0.5,"1"
0,16.2142857142857,29.5,6.07142857142857,4941.71428571429,115.642857142857,9.78571428571429,16,88.3571428571429,"0",1.57142857142857,9.85714285714286,"7","2","1","1","9",5.71428571428571,7.5,"3",11.2857142857143,313.142857142857,"1",5.92857142857143,21.6428571428571,2.71428571428571,"0",9.5,7,1.35714285714286,1.21428571428571,"1"
0,449.6,6.2,6,4336.8,96.6,26.2,15,491.2,"0",5.2,12,"0","2","1","3","9",6,5,"3",16,35.8,"1",6.8,13.8,1.8,"0",3.8,5.6,2.8,2.2,"1"
7.25,182.5,6.5,6.5,1429.5,39.75,111.75,12.5,138.25,"0",9.75,6.5,"7","2","4","0","9",4,4.75,"3",3.25,110.75,"1",8,5,6.25,"0",13.5,5.5,1.5,2.75,"0"
0,18.6666666666667,12.5,7.5,2782.33333333333,331,16,23.3333333333333,345.5,"0",3.83333333333333,14.8333333333333,"3","2","1","3","9",6.5,13.5,"2",12.8333333333333,145.166666666667,"1",7.33333333333333,14,3.5,"1",4.83333333333333,3.5,2.16666666666667,2.83333333333333,"0"
0.285714285714286,14.2857142857143,118.571428571429,13,1525.28571428571,44.8571428571429,12.1428571428571,28.1428571428571,61.2857142857143,"0",2.42857142857143,21.8571428571429,"3","2","1","2","9",4.57142857142857,5.85714285714286,"2",12.4285714285714,30.8571428571429,"1",5.71428571428571,7.57142857142857,1.71428571428571,"0",11.7142857142857,4.28571428571429,2,2.85714285714286,"1"
